EFECTOR;ANIO;ESPECIALIDAD;SERVICIO;TOTAL
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Tisiología;Medicina;4543
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Nefrología;Medicina;5283
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Hipertensión Arterial;Medicina;1929
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Neurología;Medicina;12259
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Dermatología;Medicina;15900
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Dermatología ;Medicina;3558
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Gastroenterología;Medicina;9347
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Nutrición;Medicina;12692
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Hematología;Medicina;15804
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Alergia;Medicina;7315
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Reumatología;Medicina;6642
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Adolescencia;Medicina;12686
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Toxicología;Medicina;1494
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Endoscopía;Medicina;1209
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Inmunología;Medicina;3388
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Enfermedad De Chagas ;Medicina;5753
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Oncología;Medicina;8601
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Dolor Y Cuidados Paliativos ;Medicina;3404
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Subtotal Medicina;Medicina;270478
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Cirugía General;Cirugia;5451
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Cirugía Torácica;Cirugia;766
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Ortopedia Y Traumatología;Cirugia;5053
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Ortopedia Y Traumatología ;Cirugia;5769
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Cirugía Plástica;Cirugia;1339
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Quemados;Cirugia;586
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Otorrinolaringología;Cirugia;6854
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Neurocirugía;Cirugia;3557
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Urología;Cirugia;2606
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Oftalmología;Cirugia;18674
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Ortopedia Y Traumatología ;Cirugia;2563
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;\nNeuro-ortopedia;Cirugia;1336
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Discrepancia;Cirugia;1000
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Caderas;Cirugia;1096
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Tumores;Cirugia;648
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Artroscopía;Cirugia;703
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Reflujo;Cirugia;218
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Mielomeningocele;Cirugia;326
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Manos;Cirugia;575
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Cabeza Y Cuello;Cirugia;644
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Fisurados;Cirugia;206
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Subtotal Cirugia;Cirugia;59970
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Guardia Del Día;Urgencia;74049
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Toxicología -guardia Del Día;Urgencia;17014
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Endoscopía Guardia Del Día;Urgencia;723
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Subtotal Urgencia;Urgencia;91786
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Promoción Y Protección;Promocion Y Proteccion;17081
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Subtotal Promocion Y Proteccion;Promocion Y Proteccion;17081
HOSPITAL GENERAL DE NIÑOS R. GUTIERREZ;2017;Total Hospital;Promocion Y Proteccion;439315
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Cardiología;Medicina;3769
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Dermatología;Medicina;1672
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Inmunohematología;Medicina;5646
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Infectología;Medicina;902
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Genética;Medicina;1079
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Adolescencia;Medicina;194
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Cesación Tabáquica;Medicina;136
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Subtotal Medicina;Medicina;13398
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Ginecología;Cirugia;6606
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Ginecología Intermedio;Cirugia;931
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Procreación Responsable;Cirugia;713
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Planificación Familiar;Cirugia;5088
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Patología Cervical;Cirugia;7404
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Subtotal Cirugia;Cirugia;20742
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Pediatría;Pediatria;28824
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Cardiología;Pediatria;197
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Neurología;Pediatria;261
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Oftalmología;Pediatria;2414
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Hijo De Madre Adolescente;Pediatria;1243
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Atención Clínica De La Adolescente;Pediatria;732
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Subtotal Pediatria;Pediatria;33671
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Obstetricia Matutino;Tocoginecologia;28085
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Obstetricia Intermedio;Tocoginecologia;16544
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Control Embarazo Adolescente;Tocoginecologia;1479
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Puerperio Adolescente;Tocoginecologia;149
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Subtotal Tocoginecologia;Tocoginecologia;46257
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Guardia Del Dia ;Urgencia;5400
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Guardia Del Día ;Urgencia;22715
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Subtotal Urgencia;Urgencia;28115
HOSPITAL MATERNO INFANTIL R. SARDA;2017;Total Hospital;Urgencia;142183
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Infecciosas;Medicina;33834
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Neumotisiología;Medicina;15298
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Lepra;Medicina;534
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Dermatología;Medicina;14227
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Cardiología;Medicina;2110
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Neurología;Medicina;1448
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Nutrición;Medicina;635
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Tuberculosis Multirresistente;Medicina;1387
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Hematología;Medicina;714
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Asma Y Alergia;Medicina;1995
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Hepatitis;Medicina;6799
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Zoopatología Médica;Medicina;3307
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Brucelosis;Medicina;168
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Enfermedad De Transmisión Sexual;Medicina;4305
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;S.i.d.a.;Medicina;14695
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Micología;Medicina;727
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Subtotal Medicina;Medicina;102183
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Cirugía General;Cirugia;2523
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Ginecología;Cirugia;1712
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Urología;Cirugia;977
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Ortopedia Y Traumatología;Cirugia;489
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Oftalmología;Cirugia;1815
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Otorrinolaringología;Cirugia;3248
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Neurocirugía;Cirugia;382
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Subtotal Cirugia;Cirugia;11146
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Infecciosas ;Pediatria;5972
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Adolescencia;Pediatria;2038
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Subtotal Pediatria;Pediatria;8010
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Guardia Del Día;Urgencia;36313
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Subtotal Urgencia;Urgencia;36313
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Promoción Y Protección;Promocion Y Proteccion;37128
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;Subtotal Promocion Y Proteccion;Promocion Y Proteccion;37128
HOSPITAL DE INFECCIOSAS F. MUÑIZ;2017;\n;Promocion Y Proteccion;194780
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Tabaquismo;Medicina;410
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Curieterapia;Medicina;1016
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Roentgenterapia;Medicina;8
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Alta Energía;Medicina;2270
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Clínica Médica;Medicina;1221
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Clínica Oncológica;Medicina;12600
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Clínica Oncológica ;Medicina;1475
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Medicina Nuclear;Medicina;3
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Cuidados Paliativos;Medicina;2993
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Consultorio De Orientación;Medicina;3549
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Hematología;Medicina;3253
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Infectología;Medicina;1723
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Dermatología;Medicina;3122
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Cardiología;Medicina;2905
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Endocrinología ;Medicina;261
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Nutrición Y Diabetes ;Medicina;5202
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Gastroenterología Y Hepatología ;Medicina;1193
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Neumonología ;Medicina;1062
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Subtotal Medicina;Medicina;44266
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Cirugía General;Cirugia;1013
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Cirugía Plástica;Cirugia;1725
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Proctología ;Cirugia;1055
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Ginecología;Cirugia;7770
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Cirugía Maxilofacial;Cirugia;2915
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Patología Mamaria;Cirugia;7060
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Urología;Cirugia;3263
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Ortopedia Y Traumatología;Cirugia;1583
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Cirugía Torácica ;Cirugia;938
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Estomatología;Cirugia;1924
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Subtotal Cirugia;Cirugia;29246
HOSPITAL MUNICIPAL DE ONCOLOGIA M. CURIE;2017;Total Hospital;Cirugia;73512
HOSPITAL DE QUEMADOS DR. A. ILLIA;2017;Clínica Médica;Medicina;143
HOSPITAL DE QUEMADOS DR. A. ILLIA;2017;Cardiología;Medicina;850
HOSPITAL DE QUEMADOS DR. A. ILLIA;2017;Subtotal Medicina;Medicina;993
HOSPITAL DE QUEMADOS DR. A. ILLIA;2017;Cirugía Plástica;Cirugia;5742
HOSPITAL DE QUEMADOS DR. A. ILLIA;2017;Quemados - Adultos;Cirugia;18973
HOSPITAL DE QUEMADOS DR. A. ILLIA;2017;Quemados - Pediatría;Cirugia;9113
HOSPITAL DE QUEMADOS DR. A. ILLIA;2017;Seguimiento De Internación - Adultos;Cirugia;1458
HOSPITAL DE QUEMADOS DR. A. ILLIA;2017;Seguimiento De Internacián - Pediatría;Cirugia;2000
HOSPITAL DE QUEMADOS DR. A. ILLIA;2017;Subtotal Cirugia;Cirugia;37286
HOSPITAL DE QUEMADOS DR. A. ILLIA;2017;Guardia Del Día;Urgencia;18931
HOSPITAL DE QUEMADOS DR. A. ILLIA;2017;Subtotal Urgencia;Urgencia;18931
HOSPITAL DE QUEMADOS DR. A. ILLIA;2017;Total Hospital;Urgencia;57210
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2017;Estomago;Medicina;1793
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2017;Hepatología;Medicina;2645
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2017;Intestino Delgado;Medicina;1749
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2017;Ginecología;Medicina;398
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2017;Motilidad;Medicina;1060
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2017;Pancreas;Medicina;980
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2017;Nutrición;Medicina;1563
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2017;Enfermedades Inflamatorias;Medicina;3742
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2017;Oncología;Medicina;12889
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2017;Clínica Médica;Medicina;15380
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2017;Cardiología;Medicina;5323
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2017;Infectología;Medicina;303
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2017;Subtotal Medicina;Medicina;47825
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2017;Cirugía;Cirugia;3843
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2017;Proctología;Cirugia;4079
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2017;Subtotal Cirugia;Cirugia;7922
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2017;Emergencias Médicas ;Urgencia;26113
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2017;Subtotal Urgencia;Urgencia;26113
HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;2017;Total Hospital;Urgencia;81860
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2017;Cardiología;Medicina;3686
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2017;Clínica Médica;Medicina;333
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2017;Infectología;Medicina;2663
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2017;Subtotal Medicina;Medicina;6682
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2017;Clínica Oftalmológica;Cirugia;16828
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2017;Clínica Oftalmológica ;Cirugia;16172
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2017;Clínica Oftalmológica ;Cirugia;1121
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2017;Córnea;Cirugia;3865
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2017;Estrabismo;Cirugia;1188
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2017;Glaucoma;Cirugia;6144
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2017;Oculoplastía;Cirugia;4636
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2017;Retinopatía;Cirugia;3987
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2017;Uveitis;Cirugia;2661
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2017;Cirugía;Cirugia;3064
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2017;Neuro Oftalmología;Cirugia;1354
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2017;Subtotal Cirugia;Cirugia;61020
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2017;Emergencia;Urgencia;138340
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2017;Subtotal Urgencia;Urgencia;138340
HOSPITAL OFTALMOLOGICO P. LAGLEYZE;2017;Total Hospital;Urgencia;206042
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Clínica Médica;Medicina;4592
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Clínica Médica ;Medicina;794
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Cardiología;Medicina;3469
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Dermatología;Medicina;473
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Endocrinología;Medicina;712
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Infectología;Medicina;762
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Subtotal Medicina;Medicina;10802
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Clínica Oftalmológica;Cirugia;35993
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Clínica Oftalmológica ;Cirugia;28795
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Córnea;Cirugia;3100
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Estrabismo;Cirugia;1387
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Glaucoma;Cirugia;4303
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Retina;Cirugia;7315
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Segmento Anterior;Cirugia;4728
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Uveitis;Cirugia;1014
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Neurooftalmología Y Orbita;Cirugia;2211
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Vias Lagrimales;Cirugia;2191
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Cirugía;Cirugia;4485
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Cirugía Refractiva;Cirugia;2442
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Infectología Ocular;Cirugia;1770
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Cirugía Plástica;Cirugia;870
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Neurocirugía;Cirugia;469
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Subtotal Cirugia;Cirugia;101073
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Pediatría;Pediatria;1935
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Oftalmología Pediátrica;Pediatria;4480
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Subtotal Pediatria;Pediatria;6415
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Guardia Médica;Urgencia;471465
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Subtotal Urgencia;Urgencia;471465
HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;2017;Total Hospital;Urgencia;589755
HOSPITAL DE SALUD MENTAL J. BORDA;2017;Cardiología;Medicina;1063
HOSPITAL DE SALUD MENTAL J. BORDA;2017;Clínica Médica;Medicina;3816
HOSPITAL DE SALUD MENTAL J. BORDA;2017;Neurología;Medicina;3435
HOSPITAL DE SALUD MENTAL J. BORDA;2017;Infecciosas;Medicina;3406
HOSPITAL DE SALUD MENTAL J. BORDA;2017;Subtotal Medicina;Medicina;11720
HOSPITAL DE SALUD MENTAL J. BORDA;2017;Cirugía;Cirugia;408
HOSPITAL DE SALUD MENTAL J. BORDA;2017;Urología;Cirugia;320
HOSPITAL DE SALUD MENTAL J. BORDA;2017;Subtotal Cirugia;Cirugia;728
HOSPITAL DE SALUD MENTAL J. BORDA;2017;Guardia Del Día;Urgencia;23960
HOSPITAL DE SALUD MENTAL J. BORDA;2017;Subtotal Urgencia;Urgencia;23960
HOSPITAL DE SALUD MENTAL J. BORDA;2017;Total Hospital;Urgencia;36408
HOSPITAL DE SALUD MENTAL B. MOYANO;2017;Dermatología;Medicina;1737
HOSPITAL DE SALUD MENTAL B. MOYANO;2017;Cardiología;Medicina;4546
HOSPITAL DE SALUD MENTAL B. MOYANO;2017;Clínica Médica;Medicina;10791
HOSPITAL DE SALUD MENTAL B. MOYANO;2017;Neurología;Medicina;1307
HOSPITAL DE SALUD MENTAL B. MOYANO;2017;Infectología;Medicina;729
HOSPITAL DE SALUD MENTAL B. MOYANO;2017;Subtotal Medicina;Medicina;19110
HOSPITAL DE SALUD MENTAL B. MOYANO;2017;Traumatología;Cirugia;1097
HOSPITAL DE SALUD MENTAL B. MOYANO;2017;Oftalmología;Cirugia;1658
HOSPITAL DE SALUD MENTAL B. MOYANO;2017;Ginecología;Cirugia;3409
HOSPITAL DE SALUD MENTAL B. MOYANO;2017;Cirugía;Cirugia;3630
HOSPITAL DE SALUD MENTAL B. MOYANO;2017;Subtotal Cirugia;Cirugia;9794
HOSPITAL DE SALUD MENTAL B. MOYANO;2017;Total Hospital;Cirugia;28904
HOSPITAL INFANTO JUVENIL C. TOBAR GARCIA;2017;Pediatría;Pediatria;2462
HOSPITAL INFANTO JUVENIL C. TOBAR GARCIA;2017;Neurología;Pediatria;1256
HOSPITAL INFANTO JUVENIL C. TOBAR GARCIA;2017;Ginecología;Pediatria;225
HOSPITAL INFANTO JUVENIL C. TOBAR GARCIA;2017;Estimulacion Temprana;Pediatria;28
HOSPITAL INFANTO JUVENIL C. TOBAR GARCIA;2017;Subtotal Pediatria;Pediatria;3971
HOSPITAL INFANTO JUVENIL C. TOBAR GARCIA;2017;Urgencia;Urgencia;17487
HOSPITAL INFANTO JUVENIL C. TOBAR GARCIA;2017;Subtotal Urgencia;Urgencia;17487
HOSPITAL INFANTO JUVENIL C. TOBAR GARCIA;2017;Total Hospital;Urgencia;21458
HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;2017;Clínica Médica;Medicina;1441
HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;2017;Adolescencia;Medicina;76
HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;2017;Subtotal Medicina;Medicina;1517
HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;2017;Emergencia;Urgencia;21139
HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;2017;Subtotal Urgencia;Urgencia;21139
HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;2017;Total Hospital;Urgencia;22656
HOSPITAL DE REHABILITACION M. ROCCA;2017;Fisiatría;Medicina;3891
HOSPITAL DE REHABILITACION M. ROCCA;2017;Fisiatría ;Medicina;672
HOSPITAL DE REHABILITACION M. ROCCA;2017;Clínica Médica;Medicina;4645
HOSPITAL DE REHABILITACION M. ROCCA;2017;Clínica Estética;Medicina;3647
HOSPITAL DE REHABILITACION M. ROCCA;2017;Cardiología;Medicina;3492
HOSPITAL DE REHABILITACION M. ROCCA;2017;Orientación;Medicina;2758
HOSPITAL DE REHABILITACION M. ROCCA;2017;Reumatología;Medicina;3480
HOSPITAL DE REHABILITACION M. ROCCA;2017;Cesación Tabáquica;Medicina;149
HOSPITAL DE REHABILITACION M. ROCCA;2017;Subtotal Medicina;Medicina;22734
HOSPITAL DE REHABILITACION M. ROCCA;2017;Ortopedia Y Traumatología;Cirugia;5232
HOSPITAL DE REHABILITACION M. ROCCA;2017;Ortopedia Y Traumatología ;Cirugia;942
HOSPITAL DE REHABILITACION M. ROCCA;2017;Cirugía Plástica;Cirugia;1561
HOSPITAL DE REHABILITACION M. ROCCA;2017;Oftalmología;Cirugia;1069
HOSPITAL DE REHABILITACION M. ROCCA;2017;Otorrinolaringología;Cirugia;7430
HOSPITAL DE REHABILITACION M. ROCCA;2017;Urología;Cirugia;1517
HOSPITAL DE REHABILITACION M. ROCCA;2017;Urología ;Cirugia;775
HOSPITAL DE REHABILITACION M. ROCCA;2017;Subtotal Cirugia;Cirugia;18526
HOSPITAL DE REHABILITACION M. ROCCA;2017;Pediatría;Pediatria;4414
HOSPITAL DE REHABILITACION M. ROCCA;2017;Subtotal Pediatria;Pediatria;4414
HOSPITAL DE REHABILITACION M. ROCCA;2017;Guardia Del Día;Urgencia;8134
HOSPITAL DE REHABILITACION M. ROCCA;2017;Subtotal Urgencia;Urgencia;8134
HOSPITAL DE REHABILITACION M. ROCCA;2017;Promoción Y Protección;Promocion Y Proteccion;1508
HOSPITAL DE REHABILITACION M. ROCCA;2017;Subtotal Promocion Y Proteccion;Promocion Y Proteccion;1508
HOSPITAL DE REHABILITACION M. ROCCA;2017;Total Hospital;Promocion Y Proteccion;55316
HOSPITAL DE REHABILITACION PSICOFISICA (I.R.E.P);2017;Cardiología;Medicina;156
