SERVICIO;ESPECIALIDADES;ING;PASES_A;ING_PASES;ALTAS;DEF;TOTAL;PASES_B;EGR_PASES;DIAS_CAMAS_DISP;PAC_DIA;PROMEDIO_CAMAS_DISP;PROMEDIO_PAC_DIA;PORCENTAJE_OCUP;PROMEDIO_PERM;GIRO;TASA_MORT_HOSP;ANIO;SK_ID_EFECTOR;NOM_EFECTOR_BADATA;OBSERVACIONES
Cirugia;Urología;213;31;244;226;1;227;16;243;2657;2586;726;707;9733;1064;3347;41;2016;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Cirugia;Subtotal Cirugia;1458;360;1818;1662;22;1684;124;1808;21904;15811;5985;432;7218;875;3021;122;2016;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Pediatria;Recien Nacido Sano;3045;311;3356;3183;0;3183;184;3367;17641;12021;482;3284;6814;357;6986;0;2016;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Pediatria;Neonatología;514;163;677;369;15;384;292;676;8435;5754;2305;1572;6822;851;2933;222;2016;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Pediatria;Pediatría;1106;10;1116;1114;0;1114;2;1116;8432;4894;2304;1337;5804;439;4844;0;2016;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Pediatria;Subtotal Pediatria;4665;484;5149;4666;15;4681;478;5159;34508;22669;9428;6194;6569;439;5472;29;2016;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Tocoginecologia;Tocoginecología;5371;193;5564;5373;13;5386;192;5578;24993;21102;6829;5766;8443;378;8168;23;2016;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Tocoginecologia;Subtotal Tocoginecologia;5371;193;5564;5373;13;5386;192;5578;24993;21102;6829;5766;8443;378;8168;23;2016;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Urgencia;Terapia Intermedia;14;126;140;7;25;32;110;142;1701;1696;465;463;9971;1194;3055;1761;2016;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Urgencia;Guardia Del Día;2904;3;2907;1880;236;2116;785;2901;10798;10787;295;2947;999;372;9833;814;2016;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Urgencia;Terapia Intensiva;33;193;226;10;55;65;159;224;2144;2105;586;575;9818;94;3824;2455;2016;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Urgencia;Subtotal Urgencia;2951;322;3273;1897;316;2213;1054;3267;14643;14588;4001;3986;9962;447;8166;967;2016;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Urgencia;Total Hospital;14589;1907;16496;14154;438;14592;1907;16499;113649;90209;31052;24647;7938;618;4699;3;2016;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Medicina;Psicopatologia Y Salud Mental;40;70;110;109;0;109;4;113;7332;5212;2003;1424;7109;4612;564;0;2016;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Medicina;Subtotal Medicina;40;70;110;109;0;109;4;113;7332;5212;2003;1424;7109;4612;564;0;2016;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Cirugia;Ginecología;408;32;440;409;2;411;28;439;2927;1460;8;399;4988;333;5489;46;2016;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Cirugia;Subtotal Cirugia;408;32;440;409;2;411;28;439;2927;1460;8;399;4988;333;5489;46;2016;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Medicina;Hepatopatía;217;21;238;180;13;193;43;236;3061;1770;836;484;5782;75;2822;551;2016;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Medicina;Neumotisiología;685;86;771;655;12;667;112;779;24511;17255;6697;4714;704;2215;1163;154;2016;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Medicina;Asistencia Respiratoria Intermedia;187;328;515;99;105;204;312;516;5000;3261;1366;891;6522;632;3777;2035;2016;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Medicina;Zoopatología Médica;334;79;413;352;8;360;51;411;6497;4173;1775;114;6423;1015;2315;195;2016;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Medicina;Subtotal Medicina;3308;811;4119;3103;224;3327;808;4135;93442;64973;25531;17752;6953;1571;162;542;2016;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Cirugia;Cirugía General;621;87;708;603;14;617;87;704;8228;3666;2248;1002;4456;521;3132;199;2016;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Cirugia;Subtotal Cirugia;621;87;708;603;14;617;87;704;8228;3666;2248;1002;4456;521;3132;199;2016;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Pediatria;Infecciosas Pediatría;492;11;503;498;0;498;5;503;12355;5262;3376;1438;4259;1046;149;0;2016;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Pediatria;Subtotal Pediatria;492;11;503;498;0;498;5;503;12355;5262;3376;1438;4259;1046;149;0;2016;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Urgencia;Terapia Intensiva;146;187;333;21;117;138;196;334;3922;2462;1072;673;6277;737;3117;3503;2016;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Urgencia;Subtotal Urgencia;146;187;333;21;117;138;196;334;3922;2462;1072;673;6277;737;3117;3503;2016;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Urgencia;Total Hospital;4567;1096;5663;4225;355;4580;1096;5676;117947;76363;32226;20864;6474;1667;1421;775;2016;2110;HOSPITAL DE INFECCIOSAS F. MUÑIZ;
Medicina;Curieterapia;35;1;36;33;0;33;2;35;985;117;269;32;1188;334;1301;0;2016;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
Medicina;Medicina;1628;31;1659;1201;408;1609;54;1663;18607;17023;5084;4651;9149;1024;3271;2453;2016;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
Medicina;Subtotal Medicina;1663;32;1695;1234;408;1642;56;1698;19592;17140;5353;4683;8748;1009;3172;2403;2016;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
Cirugia;Cirugía General;832;53;885;844;20;864;29;893;9803;4149;2678;1134;4232;465;3334;224;2016;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
Cirugia;Subtotal Cirugia;832;53;885;844;20;864;29;893;9803;4149;2678;1134;4232;465;3334;224;2016;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
Cirugia;Total Hospital;2495;85;2580;2078;428;2506;85;2591;29395;21289;8031;5817;7242;85;312;1708;2016;2168;HOSPITAL MUNICIPAL DE ONCOLOGIA MARIE CURIE;
Cirugia;Cirugía Plástica;718;1;719;718;0;718;1;719;3294;938;9;256;2848;13;7989;0;2016;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Cirugia;Quemados ;13;146;159;100;1;101;58;159;3921;3209;1071;877;8184;2018;1484;63;2016;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Cirugia;Quemados - Cuidados Generales - Adultos;61;161;222;193;0;193;28;221;5149;3069;1407;839;596;1389;1571;0;2016;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Cirugia;Subtotal Cirugia;792;308;1100;1011;1;1012;87;1099;12364;7216;3378;1972;5836;657;3253;9;2016;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Pediatria;Quemados ;41;283;324;85;0;85;239;324;4804;3660;1313;10;7619;113;2468;0;2016;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Pediatria;Quemados - Cuidados Generales - Pediatría;50;243;293;286;0;286;8;294;2928;2607;8;712;8904;887;3675;0;2016;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Pediatria;Subtotal Pediatria;91;526;617;371;0;371;247;618;7732;6267;2113;1712;8105;1014;2925;0;2016;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Urgencia;Guardia;606;0;606;32;0;32;574;606;1098;107;3;29;974;18;202;0;2016;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Urgencia;Quemados Cuidados Intensivos - Adultos;0;81;81;4;33;37;43;80;2196;1513;6;413;689;1891;1333;4125;2016;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Urgencia;Terapia Intensiva;2;54;56;34;2;36;18;54;2198;1207;601;33;5491;2235;899;37;2016;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Urgencia;Subtotal Urgencia;608;135;743;70;35;105;635;740;5492;2827;1501;772;5147;382;4932;473;2016;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Internacion De Corta Estadia;Cirugia De Corta Estadia;12;0;12;12;0;12;0;12;12;12;3;3;100;1;366;0;2016;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Internacion De Corta Estadia;Subtotal Internacion De Corta Estadia;12;0;12;12;0;12;0;12;12;12;3;3;100;1;366;0;2016;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Internacion De Corta Estadia;Total Hospital;1503;969;2472;1464;36;1500;969;2469;25600;16322;6995;446;6376;1088;2145;24;2016;2112;HOSPITAL DE QUEMADOS DR. ARTURO UMBERTO ILLIA;
Medicina;Clínica Médica;800;153;953;658;84;742;210;952;14062;13183;3842;3602;9375;1385;2478;882;2016;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
Medicina;Subtotal Medicina;800;153;953;658;84;742;210;952;14062;13183;3842;3602;9375;1385;2478;882;2016;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
Cirugia;Cirugía;876;262;1138;1034;12;1046;188;1234;11055;8055;302;2201;7286;653;4085;97;2016;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
Cirugia;Cirugía General;88;16;104;78;0;78;20;98;996;599;272;164;6014;611;3601;0;2016;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
Cirugia;Subtotal Cirugia;964;278;1242;1112;12;1124;208;1332;12051;8654;3293;2364;7181;65;4045;9;2016;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
Urgencia;Terapia Intensiva;81;156;237;7;63;70;169;239;2243;1874;613;512;8355;784;39;2636;2016;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
Urgencia;Subtotal Urgencia;81;156;237;7;63;70;169;239;2243;1874;613;512;8355;784;39;2636;2016;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
Urgencia;Total Hospital;1845;587;2432;1777;159;1936;587;2523;28356;23711;7748;6478;8362;1225;2499;821;2016;2109;HOSPITAL DE GASTROENTEROLOGIA B. UDAONDO;
Cirugia;Oftalmología;2254;0;2254;2253;0;2253;0;2253;7472;3061;2042;836;4097;136;11036;0;2016;2169;HOSPITAL OFTALMOLOGICO DR. PEDRO LAGLEYZE;
Cirugia;Subtotal Cirugia;2254;0;2254;2253;0;2253;0;2253;7472;3061;2042;836;4097;136;11036;0;2016;2169;HOSPITAL OFTALMOLOGICO DR. PEDRO LAGLEYZE;
Cirugia;Total Hospital;2254;0;2254;2253;0;2253;0;2253;7472;3061;2042;836;4097;136;11036;0;2016;2169;HOSPITAL OFTALMOLOGICO DR. PEDRO LAGLEYZE;
Cirugia;Neurocirugía;59;34;93;56;0;56;37;93;5699;255;1557;7;447;274;597;0;2016;2111;HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;
Cirugia;Oftalmología;4062;2;4064;4047;0;4047;0;4047;7737;2654;2114;725;343;66;19144;0;2016;2111;HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;
Cirugia;Subtotal Cirugia;4121;36;4157;4103;0;4103;37;4140;13436;2909;3671;795;2165;7;11277;0;2016;2111;HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;
Urgencia;Terapia Intensiva;0;35;35;0;1;1;34;35;1098;88;3;24;801;251;1167;286;2016;2111;HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;
Urgencia;Subtotal Urgencia;0;35;35;0;1;1;34;35;1098;88;3;24;801;251;1167;286;2016;2111;HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;
Urgencia;Total Hospital;4121;71;4192;4103;1;4104;71;4175;14534;2997;3971;819;2062;73;10335;2;2016;2111;HOSPITAL DE OFTALMOLOGIA SANTA LUCIA;
Medicina;Clínica Médica;0;179;179;39;6;45;141;186;10495;8853;2867;2419;8435;476;649;323;2016;2117;HOSPITAL DE SALUD MENTAL J. T. BORDA;
Medicina;Psicopatologia Y Salud Mental;877;1003;1880;849;3;852;1057;1909;243964;208360;66657;56929;8541;10915;286;16;2016;2117;HOSPITAL DE SALUD MENTAL J. T. BORDA;
Medicina;Subtotal Medicina;877;1182;2059;888;9;897;1198;2095;254459;217213;69524;59348;8536;10368;301;43;2016;2117;HOSPITAL DE SALUD MENTAL J. T. BORDA;
Cirugia;Cirugía General;0;61;61;15;1;16;45;61;3650;2117;997;578;58;347;612;164;2016;2117;HOSPITAL DE SALUD MENTAL J. T. BORDA;
Cirugia;Subtotal Cirugia;0;61;61;15;1;16;45;61;3650;2117;997;578;58;347;612;164;2016;2117;HOSPITAL DE SALUD MENTAL J. T. BORDA;
Cirugia;Total Hospital;877;1243;2120;903;10;913;1243;2156;258109;219330;70522;59926;8498;24023;129;11;2016;2117;HOSPITAL DE SALUD MENTAL J. T. BORDA;
Medicina;Clínica Médica;0;26;26;4;7;11;20;31;8418;2365;23;646;2809;7629;135;2258;2016;2116;HOSPITAL DE SALUD MENTAL BRAULIO MOYANO;
Medicina;Psicopatologia Y Salud Mental;977;811;1788;1004;11;1015;823;1838;309307;236212;8451;64539;7637;12852;217;6;2016;2116;HOSPITAL DE SALUD MENTAL BRAULIO MOYANO;
Medicina;Subtotal Medicina;977;837;1814;1008;18;1026;843;1869;317725;238577;8681;65185;7509;12765;215;96;2016;2116;HOSPITAL DE SALUD MENTAL BRAULIO MOYANO;
Cirugia;Cirugía General;0;31;31;7;0;7;25;32;6073;1706;1659;466;2809;5331;193;0;2016;2116;HOSPITAL DE SALUD MENTAL BRAULIO MOYANO;
Cirugia;Ginecología;0;5;5;1;0;1;5;6;5856;514;16;14;878;8567;38;0;2016;2116;HOSPITAL DE SALUD MENTAL BRAULIO MOYANO;
Cirugia;Subtotal Cirugia;0;36;36;8;0;8;30;38;11929;2220;3259;607;1861;5842;117;0;2016;2116;HOSPITAL DE SALUD MENTAL BRAULIO MOYANO;
Cirugia;Total Hospital;977;873;1850;1016;18;1034;873;1907;329654;240797;90069;65792;7305;23288;115;174;2016;2116;HOSPITAL DE SALUD MENTAL BRAULIO MOYANO;
Pediatria;Psiquiatria;447;9;456;472;0;472;9;481;22689;14981;6199;4093;6603;3115;776;0;2016;2165;HOSPITAL INFANTO JUVENIL C. TOBAR GARCIA;
Pediatria;Subtotal Pediatria;447;9;456;472;0;472;9;481;22689;14981;6199;4093;6603;3115;776;0;2016;2165;HOSPITAL INFANTO JUVENIL C. TOBAR GARCIA;
Pediatria;Total Hospital;447;9;456;472;0;472;9;481;22689;14981;6199;4093;6603;3174;761;0;2016;2165;HOSPITAL INFANTO JUVENIL C. TOBAR GARCIA;
Medicina;Psicopatologia Y Salud Mental;8;171;179;157;0;157;18;175;13761;13459;376;3677;9781;7691;465;0;2016;2108;HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;
Medicina;Adolescencia;22;20;42;39;0;39;2;41;4975;2377;1359;649;4778;5798;302;0;2016;2108;HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;
Medicina;Subtotal Medicina;30;191;221;196;0;196;20;216;18736;15836;5119;4327;8452;7331;422;0;2016;2108;HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;
Urgencia;Emergencia;281;20;301;108;0;108;191;299;4644;4226;1269;1155;91;1413;2356;0;2016;2108;HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;
Tocoginecologia;Obstetricia;1669;17;1686;1622;0;1622;65;1687;10330;3945;283;1081;3819;234;5961;0;2017;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Tocoginecologia;Subtotal Tocoginecologia;1669;17;1686;1622;0;1622;65;1687;10330;3945;283;1081;3819;234;5961;0;2017;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Urgencia;Guardia Del Día;3091;55;3146;1067;134;1201;1947;3148;4059;3200;1112;877;7884;102;28308;426;2017;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Urgencia;Terapia Intensiva;6;275;281;8;99;107;174;281;2945;2228;807;61;7565;793;3483;3523;2017;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Urgencia;Subtotal Urgencia;3097;330;3427;1075;233;1308;2121;3429;7004;5428;1919;1487;775;158;1787;679;2017;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Urgencia;Total Hospital;8253;2987;11240;7831;448;8279;2987;11266;94322;55923;25842;15321;5929;675;3204;541;2017;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Medicina;Cardiología Intervencionista;474;0;474;474;0;474;0;474;588;474;161;13;8061;1;29423;0;2017;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Medicina;Cardiología;244;443;687;490;10;500;192;692;8802;7561;2412;2072;859;1093;287;145;2017;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Medicina;Clínica Médica;247;758;1005;723;109;832;173;1005;12410;11419;34;3128;9201;1136;2956;1085;2017;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Medicina;Unidad Coronaria;238;217;455;61;51;112;346;458;2435;2037;667;558;8366;445;6865;1114;2017;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Medicina;Subtotal Medicina;1203;1418;2621;1748;170;1918;711;2629;24235;21491;664;5888;8868;817;396;647;2017;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Cirugia;Cirugía General;2321;390;2711;2469;39;2508;213;2721;19345;18491;53;5066;9559;68;5134;143;2017;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Cirugia;Cirugía Cardiovascular;154;98;252;141;7;148;100;248;5840;5101;16;1398;8735;2057;155;282;2017;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Cirugia;Ginecología;303;92;395;331;1;332;66;398;4745;4281;13;1173;9022;1076;3062;25;2017;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Cirugia;Neurocirugía;167;173;340;181;3;184;157;341;8395;6677;23;1829;7954;1958;1483;88;2017;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Cirugia;Ortopedia Y Traumatología;368;117;485;428;14;442;34;476;7906;6748;2166;1849;8535;1418;2198;294;2017;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Cirugia;Urología;417;38;455;438;2;440;18;458;3285;3201;9;877;9744;699;5089;44;2017;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Cirugia;Trasplante Renal;524;108;632;537;11;548;85;633;8283;6230;2269;1707;7521;984;2789;174;2017;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Cirugia;Subtotal Cirugia;4254;1016;5270;4525;77;4602;673;5275;57799;50729;15835;13898;8777;962;3331;146;2017;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Pediatria;Recien Nacido Sano;1455;184;1639;1551;0;1551;89;1640;13505;4471;37;1225;3311;273;4432;0;2017;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Pediatria;Neonatología;525;91;616;418;9;427;187;614;9855;5661;27;1551;5744;922;2274;147;2017;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Pediatria;Pediatría;430;20;450;444;0;444;3;447;6570;2887;18;791;4394;646;2483;0;2017;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Pediatria;Subtotal Pediatria;2410;295;2705;2413;9;2422;279;2701;29930;13019;82;3567;435;482;3294;33;2017;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Tocoginecologia;Obstetricia;2546;136;2682;2422;0;2422;265;2687;13519;10151;3704;2781;7509;378;7255;0;2017;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Tocoginecologia;Subtotal Tocoginecologia;2546;136;2682;2422;0;2422;265;2687;13519;10151;3704;2781;7509;378;7255;0;2017;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Urgencia;Guardia Del Día;1996;17;2013;750;278;1028;983;2011;9576;9576;2624;2624;100;476;7665;1382;2017;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Urgencia;Terapia Intensiva;194;663;857;64;157;221;634;855;8126;7419;2226;2033;913;868;384;1836;2017;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Urgencia;Subtotal Urgencia;2190;680;2870;814;435;1249;1617;2866;17702;16995;485;4656;9601;593;5909;1518;2017;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Urgencia;Total Hospital;12603;3545;16148;11922;691;12613;3545;16158;143185;112385;39229;3079;7849;891;3215;548;2017;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Medicina;Cardiología;57;210;267;156;2;158;113;271;4738;3471;1298;951;7326;1281;2088;74;2017;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Medicina;Clínica Médica;439;546;985;781;80;861;117;978;19218;15468;5265;4238;8049;1582;1857;818;2017;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Medicina;Geriatría;75;103;178;123;45;168;12;180;7608;7430;2084;2036;9766;4128;864;25;2017;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Medicina;Unidad Coronaria;212;143;355;105;40;145;210;355;2928;2059;802;564;7032;58;4425;1127;2017;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Medicina;Subtotal Medicina;783;1002;1785;1165;167;1332;452;1784;34492;28428;945;7788;8242;1593;1888;936;2017;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Urgencia;Subtotal Urgencia;281;20;301;108;0;108;191;299;4644;4226;1269;1155;91;1413;2356;0;2016;2108;HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;
Urgencia;Total Hospital;311;211;522;304;0;304;211;515;23380;20062;6388;5481;8581;6599;476;0;2016;2108;HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;
Urgencia;Meses informados de abril a diciembre;2016;;;;;;;;;;2016;;;;;;2016;2108;HOSPITAL DE EMERGENCIAS PSIQUIATRICAS TORCUATO DE ALVEAR;
Medicina;Fisiatría;89;0;89;81;2;83;0;83;23442;17696;6405;4835;7549;2132;13;241;2016;2113;HOSPITAL DE REHABILITACION M. ROCCA;
Medicina;Subtotal Medicina;89;0;89;81;2;83;0;83;23442;17696;6405;4835;7549;2132;13;241;2016;2113;HOSPITAL DE REHABILITACION M. ROCCA;
Cirugia;Cirugía General;99;0;99;95;1;96;0;96;3739;2163;1022;591;5785;2253;94;104;2016;2113;HOSPITAL DE REHABILITACION M. ROCCA;
Cirugia;Subtotal Cirugia;99;0;99;95;1;96;0;96;3739;2163;1022;591;5785;2253;94;104;2016;2113;HOSPITAL DE REHABILITACION M. ROCCA;
Cirugia;Total Hospital;188;0;188;176;3;179;0;179;27181;19859;7427;5426;7306;11094;241;168;2016;2113;HOSPITAL DE REHABILITACION M. ROCCA;
Medicina;Fisiatría;96;5;101;87;0;87;5;92;14640;7170;40;1959;4898;7793;23;0;2016;2114;INSTITUTO DE REHABILITACION PSICOFISICA (I.R.E.P.);
Medicina;Subtotal Medicina;96;5;101;87;0;87;5;92;14640;7170;40;1959;4898;7793;23;0;2016;2114;INSTITUTO DE REHABILITACION PSICOFISICA (I.R.E.P.);
Cirugia;Cirugía General;404;25;429;405;0;405;25;430;12161;5262;3323;1438;4327;1224;1294;0;2016;2114;INSTITUTO DE REHABILITACION PSICOFISICA (I.R.E.P.);
Cirugia;Subtotal Cirugia;404;25;429;405;0;405;25;430;12161;5262;3323;1438;4327;1224;1294;0;2016;2114;INSTITUTO DE REHABILITACION PSICOFISICA (I.R.E.P.);
Cirugia;Total Hospital;500;30;530;492;0;492;30;522;26801;12432;7323;3397;4639;2527;672;0;2016;2114;INSTITUTO DE REHABILITACION PSICOFISICA (I.R.E.P.);
Medicina;Terapia Prolongada;632;45;677;575;17;592;85;677;2923;2552;799;697;8731;377;8477;251;2016;2115;HOSPITAL DE REHABILITACION RESPIRATORIA MARIA FERRER;
Medicina;Terapia Intermedia;727;267;994;840;30;870;123;993;7654;6152;2091;1681;8038;62;4748;302;2016;2115;HOSPITAL DE REHABILITACION RESPIRATORIA MARIA FERRER;
Medicina;Subtotal Medicina;1359;312;1671;1415;47;1462;208;1670;10577;8704;289;2378;8229;521;5779;281;2016;2115;HOSPITAL DE REHABILITACION RESPIRATORIA MARIA FERRER;
Urgencia;Terapia Intensiva;198;138;336;38;56;94;242;336;2914;2409;796;658;8267;717;422;1667;2016;2115;HOSPITAL DE REHABILITACION RESPIRATORIA MARIA FERRER;
Urgencia;Subtotal Urgencia;198;138;336;38;56;94;242;336;2914;2409;796;658;8267;717;422;1667;2016;2115;HOSPITAL DE REHABILITACION RESPIRATORIA MARIA FERRER;
Urgencia;Total Hospital;1557;450;2007;1453;103;1556;450;2006;13491;11113;3686;3036;8237;714;4221;662;2016;2115;HOSPITAL DE REHABILITACION RESPIRATORIA MARIA FERRER;
Medicina;Cardiología;5;169;174;111;7;118;58;176;3000;1269;822;348;423;721;2141;398;2017;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Medicina;Clínica Médica;195;1113;1308;951;165;1116;191;1307;23676;18238;6487;4997;7703;1395;2015;1262;2017;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Medicina;Neurología;2;24;26;15;5;20;5;25;368;290;101;79;788;116;248;20;2017;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Medicina;Psicopatologia Y Salud Mental;2;31;33;39;0;39;4;43;7728;5339;2117;1463;6909;12416;203;0;2017;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Medicina;Unidad Coronaria;19;184;203;91;18;109;95;204;1800;1140;493;312;6333;559;4137;882;2017;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Medicina;Subtotal Medicina;223;1521;1744;1207;195;1402;353;1755;36572;26276;1002;7199;7185;1497;1752;1111;2017;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Cirugia;Cirugía General;542;688;1230;1057;15;1072;166;1238;11777;8149;3227;2233;6919;658;3837;121;2017;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Cirugia;Ginecología;128;42;170;163;1;164;10;174;1349;958;37;262;7102;551;4708;57;2017;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Cirugia;Ortopedia Y Traumatología;195;184;379;305;3;308;72;380;7414;4301;2031;1178;5801;1132;1871;79;2017;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
